lat,lon
35.1459189,-106.4934399
35.0712788,-106.7108442
35.0857901,-106.5899212
35.0775609,-106.6303968
35.0706199,-106.5821746
35.0753578,-106.7437451
35.0771452,-106.563264
35.0710449,-106.5108091
35.1898835,-106.6580065
35.0942665,-106.5266215
35.0812744,-106.7337265
35.0848986,-106.6012324
35.1120168,-106.6466949
35.0671513,-106.4950524
35.1114033,-106.6037687
35.0862964,-106.5837997
35.145696,-106.7111863
35.0534462,-106.6508446
35.0711405,-106.5387505
35.1617927,-106.5630568
35.0669848,-106.5772418
35.0887252,-106.5605938
35.1108034,-106.5701236
35.1235334,-106.5890464
35.080763,-106.546501
35.0754594,-106.5049428
35.0623247,-106.7454409
35.2043771,-106.725468
35.0613559,-106.7565685
35.0820249,-106.5779964
35.1315618,-106.5631975
35.0785223,-106.6497539
35.043333,-106.7444964
35.0685023,-106.7305868
35.0818236,-106.7048656
35.0818236,-106.7048656
35.0600825,-106.6238409
35.1194254,-106.614901
35.0714969,-106.5552076
35.152216,-106.5827429
35.0948277,-106.5512244
35.064154,-106.505675
35.0774117,-106.6105379
35.0835952,-106.6499235
35.0559844,-106.5221132
35.0743049,-106.5617447
35.058834,-106.570717
35.0664027,-106.5844421
35.1030665,-106.7263879
35.0919839,-106.499125
35.1314718,-106.5993372
35.1078462,-106.5290095
35.1375223,-106.5871817
35.1102154,-106.700798
35.1937018,-106.6557957
35.1100926,-106.6718932
35.2032064,-106.6777807
35.0657526,-106.5855011
35.102746,-106.7441489
35.076522,-106.5521693
35.076458,-106.5117315
35.087362,-106.5392702
35.0679459,-106.5761087
35.123912,-106.5984163
35.0614192,-106.5856853
35.0655949,-106.746109
35.1142017,-106.5712286
35.069736,-106.5827386
35.0914782,-106.4954849
35.0900096,-106.5022733
35.084501,-106.717731
35.084501,-106.717731
35.0821338,-106.6339204
35.0880452,-106.6973316
35.037991,-106.722445
35.0773747,-106.5605695
35.06042,-106.5816282
35.0746086,-106.5500572
35.1024841,-106.7055429
35.0907801,-106.5629417
35.1320777,-106.6038892
35.0656074,-106.5026132
35.0690532,-106.5099387
35.0654331,-106.746662
35.086019,-106.710288
35.1058173,-106.5512557
35.106901,-106.698419
35.08232,-106.5893226
35.0721054,-106.5759706
35.0778908,-106.6522966
35.1291751,-106.7095739
35.0460882,-106.4873851
35.0414629,-106.7216256
35.0831037,-106.7041379
35.0661093,-106.6212077
35.13111,-106.647083
35.155857,-106.591336
35.0969088,-106.6493657
35.058731,-106.6224154
35.104702,-106.624891
35.0792472,-106.5577281
35.071541,-106.5668549
35.0968508,-106.6030208
35.0867935,-106.6598718
35.0863345,-106.5319512
35.1341189,-106.5869823
35.1341189,-106.5869823
35.1867112,-106.5931848
35.122963,-106.517405
35.0743049,-106.5617447
35.0634398,-106.5801367
35.103938,-106.6025604
35.0594386,-106.6474826
35.093229,-106.553612
35.1217893,-106.5998923
35.1217893,-106.5998923
35.0766474,-106.5521693
35.0569197,-106.7325977
35.0774712,-106.5868637
35.0575154,-106.5241359
35.0854776,-106.6540404
35.1488203,-106.5452872
35.0785148,-106.586857
35.0778496,-106.5639085
35.1243503,-106.5397632
35.0687056,-106.5694271
35.0411823,-106.7356492
35.1166777,-106.5789172
35.0715962,-106.5608434
35.130183,-106.653062
35.0798997,-106.5495453
35.0798997,-106.5495453
35.2015267,-106.6804279
35.114135,-106.705183
35.114135,-106.705183
35.0767072,-106.5205917
35.0659783,-106.5859079
35.1321634,-106.6593652
35.0747935,-106.5566981
35.0824009,-106.6128979
35.0697011,-106.5650594
35.095296,-106.6511682
35.0482007,-106.4909978
35.0482007,-106.4909978
35.0482007,-106.4909978
35.0992831,-106.6986905
35.089272,-106.641956
35.1217769,-106.696671
35.104702,-106.624891
35.080584,-106.618029
35.080738,-106.7133934
35.0873252,-106.532486
33.7263527,-84.3847325
33.805891,-84.4649458
33.7526653,-84.4183646
33.64899,-84.360855
33.7045893,-84.3533916
33.7248203,-84.4628113
33.766129,-84.411697
33.7060799,-84.3586183
33.764724,-84.4400129
33.7484957,-84.496382
33.7454301,-84.4262049
33.6887371,-84.3648778
33.6906313,-84.3768592
33.767054,-84.430863
33.698396,-84.421549
33.769471,-84.413217
33.7582418,-84.4121132
33.7199792,-84.4344398
33.736715,-84.4103124
33.736715,-84.4103124
33.7933516,-84.3791897
33.7577156,-84.3944292
33.7045355,-84.3531075
33.7878651,-84.457827
33.7712906,-84.4339595
33.7867312,-84.475529
33.7528531,-84.4175371
33.750373,-84.489284
33.7488791,-84.4699235
33.699314,-84.507112
33.763448,-84.412614
33.749842,-84.5229559
33.7684838,-84.4128356
33.7699846,-84.4047242
33.7169065,-84.3925671
33.7552768,-84.3489464
33.7017492,-84.426167
